OTU_291	0.0	1.6	28.6	66.0	82.0	65.2	55.6	51.8	19.8	12.0	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_212	0.0	2.2	37.0	76.8	117.4	83.6	68.0	56.6	14.6	16.2	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_910	0.0	0.6	9.0	22.0	24.4	35.2	21.2	24.4	12.4	4.4	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_36	65.0	209.6	82.0	116.2	72.0	28.2	8.4	2.4	6.2	22.8	k_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Tremellales_fam_Incertae_sedis;g_Cryptococcus;s_Cryptococcus_aureus
OTU_1106	0.0	2.0	29.6	60.0	76.8	71.0	69.4	72.6	20.4	9.4	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_69	44.0	6.6	44.0	32.4	17.2	11.6	0.8	0.0	1.8	4.8	k_Fungi;p_Mucoromycota;c_Mucoromycetes;o_Mucorales;f_unidentified;g_unidentified;s_unidentified
OTU_903	0.0	3.8	163.4	319.8	425.4	341.6	268.4	265.6	80.4	53.0	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_727	1.0	0.8	20.0	47.0	81.0	60.6	46.6	45.6	17.6	12.6	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_188	1.0	0.6	46.2	99.6	141.4	117.6	86.4	105.4	39.0	25.4	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_844	0.0	0.2	6.4	16.8	20.6	22.8	19.6	17.8	3.6	5.4	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_1090	0.0	0.0	13.2	31.2	43.8	34.2	35.8	21.8	11.4	2.0	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_813	0.0	0.0	11.0	28.8	43.0	35.6	24.0	27.4	8.4	7.4	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_1120	0.0	2.6	68.4	149.8	186.6	154.8	136.6	140.2	55.6	41.2	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_52	0.0	0.8	26.4	89.0	83.6	80.4	77.8	70.0	35.8	28.4	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_83	0.0	0.2	20.8	55.0	67.8	40.6	53.0	50.0	17.0	11.2	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_143	0.0	0.8	30.6	69.4	64.4	55.0	39.0	38.0	16.6	9.6	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_172	0.0	0.6	9.8	16.8	26.6	21.4	23.0	21.6	5.6	3.4	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_453	0.0	0.0	6.8	12.8	22.0	7.8	8.2	5.6	2.0	2.2	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_680	3.0	2.0	14.2	40.6	60.2	42.4	38.2	32.8	13.4	6.2	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_487	0.0	0.2	10.2	19.0	26.0	26.8	26.6	20.8	4.4	6.8	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_28	20.0	172.6	56.0	60.6	397.6	29.8	9.2	25.8	13.2	0.0	k_Fungi;p_Basidiomycota;c_Tremellomycetes;o_unidentified;f_unidentified;g_unidentified;s_Tremellomycetes_sp
OTU_552	0.0	0.0	10.0	19.2	36.8	17.4	14.0	17.4	6.6	4.4	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_598	0.0	0.6	48.4	113.8	136.8	109.4	92.4	81.2	35.0	25.4	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_10	0.0	0.8	23.4	21.8	209.0	914.0	1036.0	150.0	461.6	1114.6	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_238	0.0	0.2	1.6	2.4	0.6	0.6	0.4	0.8	0.4	0.2	k_Fungi;p_Ascomycota;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_1061	0.0	0.0	0.4	0.0	0.2	0.0	0.0	0.0	1.0	0.0	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_Fungi_sp
OTU_89	0.0	0.4	0.2	0.2	0.2	0.0	2.4	4.4	4.4	66.4	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Microascales;f_Halosphaeriaceae;g_Ceriosporopsis;s_unidentified
OTU_190	2.0	0.0	0.2	10.8	0.0	0.6	0.0	0.6	0.6	0.2	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_unidentified;g_unidentified;s_unidentified
OTU_242	0.0	1.0	11.6	35.4	44.0	33.4	33.4	15.0	12.2	7.4	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_423	1.0	115.8	36.8	57.2	30.6	30.8	4.2	6.0	8.0	2.8	k_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Chaetothyriales;f_Herpotrichiellaceae;g_unidentified;s_unidentified
OTU_73	0.0	20.4	9.4	20.8	12.6	22.8	2.6	7.6	25.2	13.0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Clavicipitaceae;g_Claviceps;s_Claviceps_sp
OTU_814	0.0	0.4	20.0	42.2	54.0	45.4	42.0	33.8	12.8	10.0	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_25	31.0	34.6	144.8	411.4	324.0	75.2	316.4	68.6	47.6	0.6	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_1128	1.0	192.2	52.6	83.8	47.2	38.0	6.2	8.2	12.4	3.4	k_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Chaetothyriales;f_Herpotrichiellaceae;g_unidentified;s_unidentified
OTU_689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Hypocreaceae;g_unidentified;s_unidentified
OTU_1107	0.0	0.4	16.4	21.2	49.6	40.6	49.4	39.8	12.6	10.8	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_23	2.0	781.4	36.0	61.2	77.8	4.8	7.6	0.0	1.6	0.0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Psathyrellaceae;g_Coprinopsis;s_Coprinopsis_cinerea
OTU_965	0.0	0.4	6.8	13.8	31.0	24.2	29.2	19.4	9.0	6.2	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_45	0.0	1.0	30.8	65.0	87.0	64.6	62.2	45.6	15.4	10.6	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_806	0.0	2.8	49.6	105.4	149.0	92.0	87.8	74.2	27.6	21.8	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_728	0.0	26.6	7.2	15.4	7.0	8.8	1.4	1.6	2.2	0.4	k_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Chaetothyriales;f_Herpotrichiellaceae;g_unidentified;s_unidentified
OTU_1065	0.0	1.0	14.2	45.2	52.8	52.6	51.6	49.2	17.4	10.8	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_902	0.0	0.4	4.0	12.6	7.2	11.8	13.4	11.6	3.6	3.2	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_508	0.0	0.0	7.2	15.6	13.0	13.6	12.6	14.6	1.0	3.6	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_341	0.0	0.2	13.6	30.2	36.4	33.0	25.0	19.0	8.0	6.6	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_5	85.0	6580.4	424.4	843.0	210.0	260.4	18.0	18.8	32.8	10.4	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Capnodiales;f_unidentified;g_unidentified;s_unidentified
OTU_855	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.6	0.0	k_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Cystofilobasidiales;f_unidentified;g_unidentified;s_unidentified
OTU_849	0.0	0.4	12.0	39.4	62.2	52.2	32.2	44.2	16.8	12.2	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_515	0.0	0.6	6.2	10.2	12.2	8.2	11.8	9.0	3.6	1.2	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_710	0.0	0.6	6.8	14.8	31.8	20.4	21.4	13.0	9.2	3.6	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
OTU_1146	0.0	0.0	3.0	6.4	8.6	6.4	6.2	4.0	2.0	1.0	k_Fungi;p_unidentified;c_unidentified;o_unidentified;f_unidentified;g_unidentified;s_unidentified
